,id,name,picture_url,host_id,host_since,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_90,review_scores_rating,calculated_host_listings_count,reviews_per_month,Hotel room,Private room,Shared room,host_since_interval,5 to 10,less than 5,Lprice,bathrooms_cislo,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighborhood_overview_1,host_location_1,host_about_1,host_is_superhost_t,host_has_profile_pic_t,host_identity_verified_t,has_availability_t,instant_bookable_t,price_range
1817,18682656,Loft in Prague · ★4.57 · 3 bedrooms · 4 beds · 1.5 baths,https://a0.muscache.com/pictures/743fe613-f17d-4658-9e28-d586f385cef2.jpg,48557974,2015-11-09,100.0,100.0,Praha 4,50.06217,14.44802,Entire home/apt,6, baths,4.0,3538.0,2,60,78,4.57,2,2.01,False,False,False,5 to 10,True,False,8.17131687471973,1.5,False,False,True,True,True,True,False,True,True,True,False,>3000
1818,18694923,Rental unit in Prague · ★4.85 · 2 bedrooms · 3 beds · 1 bath,https://a0.muscache.com/pictures/0e04aacf-9d5f-4325-aa8b-5d4c1d394150.jpg,32319440,2015-05-01,100.0,100.0,Praha 1,50.08985,14.42264,Entire home/apt,5, bath,3.0,4753.0,2,1125,65,4.85,16,3.1,False,False,False,5 to 10,True,False,8.46653127661401,1.0,False,False,True,False,True,True,True,True,True,True,True,>3000
1819,18716976,Rental unit in Prague · ★4.47 · 1 bedroom · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/8f75acb4-c4b1-43fe-a2dc-a9a971e09dc6.jpg,130141831,2017-05-13,100.0,70.0,Praha 6,50.08663,14.36924,Entire home/apt,2, baths,2.0,1200.0,3,21,19,4.47,1,0.65,False,False,False,5 to 10,True,False,7.090076835776092,1.5,False,True,False,True,False,True,False,True,True,True,False,1000-1500
1822,18755205,Rental unit in Prague · ★4.92 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/a626a64c-68fa-493f-b994-171da69da460.jpg,10680564,2013-12-17,100.0,100.0,Praha 2,50.07519,14.44145,Entire home/apt,3, bath,2.0,1694.0,1,90,11,4.92,39,3.62,False,False,False, more than 10,False,False,7.434847875211999,1.0,False,False,True,True,True,True,True,True,True,True,True,1500-2000
1823,18771646,Rental unit in Prague · ★4.68 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/20fdd23e-f7d3-401a-b841-ea0101dfcde8.jpg,89290937,2016-08-11,100.0,98.0,Praha 2,50.07667,14.41594,Entire home/apt,4, bath,2.0,2011.0,2,1125,0,4.68,2,2.01,False,False,False,5 to 10,True,False,7.606387389772652,1.0,False,False,True,True,True,True,False,True,True,True,False,2000-2500
1824,18779988,Rental unit in Prague · ★4.63 · 2 bedrooms · 3 beds · 1.5 baths,https://a0.muscache.com/pictures/a6a6547b-c457-4beb-b56d-4e53eee7eed7.jpg,9550037,2013-10-21,100.0,100.0,Praha 1,50.08158,14.42176,Entire home/apt,5, baths,3.0,4308.0,2,1125,72,4.63,64,3.69,False,False,False, more than 10,False,False,8.36822903827628,1.5,False,False,True,True,True,True,False,True,True,True,True,>3000
1825,18781504,Rental unit in Praha · ★4.70 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/28ffbf47-bd37-468a-a2de-fb736e1961d7.jpg,120308103,2017-03-12,100.0,100.0,Praha 5,50.07289,14.39258,Entire home/apt,2, bath,1.0,1128.0,2,1125,16,4.7,1,3.56,False,False,False,5 to 10,True,False,7.028201432058005,1.0,False,False,True,True,True,False,False,True,True,True,True,1000-1500
1826,18782037,Rental unit in Prague · ★4.65 · 3 bedrooms · 4 beds · 2 baths,https://a0.muscache.com/pictures/907fb5f4-4c15-49da-8d23-51aca6bde481.jpg,9345552,2013-10-10,100.0,92.0,Praha 1,50.08977,14.42237,Entire home/apt,8, baths,4.0,6070.0,2,1125,38,4.65,45,2.89,False,False,False, more than 10,False,False,8.711113884053544,2.0,False,False,True,False,True,True,False,True,True,True,False,>3000
1827,18783406,Condo in Prague · ★4.31 · 1 bedroom · 3 beds · 1 shared bath,https://a0.muscache.com/pictures/miso/Hosting-18783406/original/88ac03cf-c2c4-4e41-a039-d7b11dbfa9eb.jpeg,8875596,2013-09-16,100.0,51.0,Praha 6,50.1062064,14.3899733,Private room,2, shared bath,3.0,1200.0,2,1125,0,4.31,1,0.15,False,True,False, more than 10,False,False,7.090076835776092,1.0,False,True,False,True,True,True,False,True,True,True,False,1000-1500
1828,18787343,Rental unit in Praha · ★4.35 · Studio · 2 beds · 1 bath,https://a0.muscache.com/pictures/ace9444a-f5a7-4513-b30c-7edfb3a6c265.jpg,38100935,2015-07-10,100.0,100.0,Praha 5,50.07011,14.38808,Entire home/apt,3, bath,2.0,1214.0,2,1125,77,4.35,5,3.68,False,False,False,5 to 10,True,False,7.101675971619444,1.0,False,False,True,False,True,True,False,True,True,True,True,1000-1500
1829,18791227,Rental unit in Prague · ★4.94 · 2 bedrooms · 2 beds · 1 bath,https://a0.muscache.com/pictures/1587dab3-4fd9-44cc-9c84-5e47ee8143ee.jpg,130789257,2017-05-17,100.0,98.0,Praha 6,50.10006,14.3642,Entire home/apt,4, bath,2.0,2475.0,2,30,46,4.94,1,2.27,False,False,False,5 to 10,True,False,7.813995675002791,1.0,False,False,True,True,True,True,True,True,True,True,False,2000-2500
1830,18798762,Rental unit in Praha 1 · ★4.78 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/75c9c979-aca4-4ab8-903e-b00132e05c0b.jpg,246823842,2019-03-04,100.0,99.0,Praha 1,50.08983612060547,14.427172660827637,Entire home/apt,2, bath,1.0,1584.0,2,1125,84,4.78,31,2.78,False,False,False,less than 5,False,True,7.367708572374371,1.0,False,False,True,True,True,True,True,True,True,True,True,1500-2000
1831,18801689,Rental unit in Prague 8 · ★4.77 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/df3e70ed-355c-4138-ac33-067fd0a91273.jpg,16606129,2014-06-10,100.0,100.0,Praha 8,50.09293,14.44601,Entire home/apt,2, bath,1.0,963.0,1,365,38,4.77,5,6.04,False,False,False,5 to 10,True,False,6.870053411798126,1.0,False,False,True,True,True,True,True,True,True,True,True,500-1000
1832,18802034,Rental unit in Prague · ★4.66 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/ec39e7e9-aa67-493f-aad1-b8e761a3f4e4.jpg,1091596,2011-08-31,100.0,100.0,Praha 3,50.08408,14.44864,Entire home/apt,2, bath,1.0,1406.0,3,30,11,4.66,5,1.85,False,False,False, more than 10,False,False,7.2485040723706105,1.0,False,False,True,True,True,True,False,True,True,True,True,1000-1500
1833,18809410,Hostel in Prague · ★4.23 · 2 bedrooms · 3 beds · 1 shared bath,https://a0.muscache.com/pictures/a44415e8-fbd8-483f-b6c6-43e4f7a98fad.jpg,113013819,2017-01-24,92.0,81.0,Praha 2,50.0725,14.43077,Private room,3, shared bath,3.0,1250.0,2,30,53,4.23,9,0.16,False,True,False,5 to 10,True,False,7.1308988302963465,1.0,False,False,True,False,True,False,False,True,True,True,False,1000-1500
1834,18847663,Rental unit in Prague · ★4.87 · 3 bedrooms · 5 beds · 3 baths,https://a0.muscache.com/pictures/09edd1fd-1119-44ba-ba78-316f0e994d4d.jpg,1381526,2011-11-07,100.0,95.0,Praha 1,50.07764,14.42745,Entire home/apt,8, baths,5.0,10286.0,1,1125,1,4.87,2,4.11,False,False,False, more than 10,False,False,9.23853902633486,3.0,False,False,True,True,True,True,True,True,True,True,False,>3000
1837,18867606,Rental unit in Praha 3 · ★4.20 · 2 bedrooms · 4 beds · 1 bath,https://a0.muscache.com/pictures/43885db3-c1ec-4f2f-9d68-c4dc7c9e001f.jpg,109089184,2016-12-30,98.0,81.0,Praha 3,50.09049,14.48268,Entire home/apt,4, bath,4.0,981.0,1,1125,0,4.2,67,0.19,False,False,False,5 to 10,True,False,6.8885724595653635,1.0,False,True,False,False,False,True,False,True,True,True,False,500-1000
1838,18870528,Rental unit in Prague · ★4.74 · 2 bedrooms · 3 beds · 2 baths,https://a0.muscache.com/pictures/miso/Hosting-18870528/original/ea8e1c48-e5e5-48ab-a35d-f09085ec599d.jpeg,78989841,2016-06-21,100.0,100.0,Praha 1,50.07866,14.42567,Entire home/apt,5, baths,3.0,7359.0,2,1125,46,4.74,3,1.3,False,False,False,5 to 10,True,False,8.903679332926599,2.0,False,False,True,False,True,False,False,True,True,True,True,>3000
1839,18872987,Rental unit in Praha 3 · ★4.63 · 2 bedrooms · 4 beds · 1 bath,https://a0.muscache.com/pictures/6ef295d4-d38d-4741-a20f-e21b4776516a.jpg,109089184,2016-12-30,98.0,81.0,Praha 3,50.09252,14.48271,Entire home/apt,4, bath,4.0,1103.0,1,1125,0,4.63,67,0.1,False,False,False,5 to 10,True,False,7.005789019253503,1.0,False,True,False,False,False,True,False,True,True,True,False,1000-1500
1841,18912630,Condo in Prague · ★4.90 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/fdd4864a-4c65-4ae3-92e4-44dd9380e686.jpg,40933660,2015-08-09,100.0,100.0,Praha 2,50.0729,14.43248,Entire home/apt,2, bath,1.0,2500.0,3,90,77,4.9,1,1.53,False,False,False,5 to 10,True,False,7.824046010856292,1.0,False,False,True,False,True,False,True,True,True,True,False,2000-2500
1842,18920332,Rental unit in Praha 1 · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-18920332/original/c9d4bc22-5296-48a9-a4b4-2732224e6366.jpeg,47635986,2015-10-28,100.0,100.0,Praha 1,50.09165,14.42239,Entire home/apt,2, baths,1.0,3013.0,2,1125,13,4.96,14,0.59,False,False,False,5 to 10,True,False,8.0106915391303,1.5,False,False,True,True,True,True,True,True,True,True,True,>3000
1843,18922268,Rental unit in Praha 8 · ★4.57 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/19a898de-32e3-403a-a72d-b2ec85b4a279.jpg,53799939,2016-01-08,88.0,60.0,Praha 3,50.08895,14.44536,Entire home/apt,6, bath,2.0,1927.0,4,1125,57,4.57,3,0.24,False,False,False,5 to 10,True,False,7.563719668414366,1.0,False,False,True,False,False,False,False,True,True,True,False,1500-2000
1845,18938985,Loft in Praha · ★4.82 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/6baf5e49-d7b9-47a6-a22a-e269b98a06da.jpg,37964388,2015-07-09,100.0,100.0,Praha 1,50.08762,14.41707,Entire home/apt,2, bath,2.0,5600.0,2,1125,0,4.82,1,2.31,False,False,False,5 to 10,True,False,8.630521876723241,1.0,False,False,False,True,False,False,False,True,False,False,False,>3000
1846,18954537,Rental unit in Praha 1 · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/miso/Hosting-18954537/original/f66c4c00-380d-41a7-8e28-e5b62e1d9c44.jpeg,47635986,2015-10-28,100.0,100.0,Praha 1,50.08826,14.41912,Entire home/apt,4, baths,2.0,4133.0,2,1125,4,4.98,14,0.72,False,False,False,5 to 10,True,False,8.326758814511733,1.5,False,False,True,True,True,True,True,True,True,True,True,>3000
1847,18954911,Rental unit in Prague · ★4.73 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-18954911/original/98db223e-7fa2-41e9-8e94-f095e00ae9ea.jpeg,11257014,2014-01-13,98.0,100.0,Praha 1,50.08287,14.4292,Entire home/apt,2, bath,1.0,2477.0,3,1124,0,4.73,33,3.58,False,False,False,5 to 10,True,False,7.814803429489359,1.0,False,False,True,False,True,False,False,True,True,True,True,2000-2500
1848,18955299,Rental unit in Praha 1 · ★4.84 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/monet/Select-18955299/original/f7d8cf67-6283-4a99-8cfe-0f82ebefac7c,161333640,2017-12-04,99.0,100.0,Praha 1,50.0885,14.40937,Entire home/apt,2, bath,1.0,3321.0,2,28,60,4.84,1,4.4,False,False,False,5 to 10,True,False,8.108021221376747,1.0,False,False,False,True,True,False,False,True,True,True,False,>3000
1851,19004554,Loft in Vršovice · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/b652ce75-ad1f-4c75-93d1-3e0f8b3d57fd.jpg,18260277,2014-07-17,100.0,90.0,Praha 10,50.07245480803857,14.460972385959588,Entire home/apt,2, baths,1.0,1668.0,10,1124,56,4.9,3,1.44,False,False,False,5 to 10,True,False,7.419380582918692,1.5,False,True,False,True,True,False,True,True,True,True,False,1500-2000
1852,19008696,Rental unit in Praha 3 · ★4.81 · Studio · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/e1b97f34-6abc-446d-9f67-51672082ddc9.jpg,62277477,2016-03-09,100.0,99.0,Praha 3,50.07943,14.44922,Entire home/apt,2, baths,1.0,901.0,2,4,42,4.81,2,2.67,False,False,False,5 to 10,True,False,6.803505257608338,1.5,False,False,True,False,True,True,False,True,True,True,True,500-1000
1853,19036415,Rental unit in Prague · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,https://a0.muscache.com/pictures/e720de34-3589-4176-b007-65d2a1ab118e.jpg,22425758,2014-10-12,100.0,100.0,Praha 2,50.07829,14.44318,Entire home/apt,5, baths,3.0,4520.0,2,300,46,4.96,1,2.61,False,False,False,5 to 10,True,False,8.416267272826277,1.5,False,False,True,True,True,True,True,True,True,True,False,>3000
1854,19043187,Rental unit in Praha 1 · ★4.89 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/41f1cb3f-4606-42ea-b9cb-d6ed9e42c799.jpg,107156148,2016-12-13,100.0,100.0,Praha 1,50.08896,14.40864,Entire home/apt,4, bath,1.0,7196.0,2,1125,75,4.89,8,0.82,False,False,False,5 to 10,True,False,8.881280595070423,1.0,False,False,True,True,True,True,False,True,True,True,True,>3000
1855,19051267,Rental unit in Praha 1 · ★4.44 · 1 bedroom · 5 beds · 1.5 baths,https://a0.muscache.com/pictures/701e696e-13bd-48ae-b449-f21cb4a29c54.jpg,56169761,2016-01-26,97.0,100.0,Praha 1,50.08463,14.42951,Entire home/apt,6, baths,5.0,3699.0,1,1125,63,4.44,10,0.42,False,False,False,5 to 10,True,False,8.215817791832453,1.5,False,False,True,True,False,True,False,True,True,True,True,>3000
1856,19053567,Rental unit in Praha 1 · 2 bedrooms · 6 beds · 1 bath,https://a0.muscache.com/pictures/a2c0af70-d52b-4112-b72e-d20e32162e98.jpg,3487653,2012-09-06,94.66666666666667,100.0,Praha 1,50.07931,14.42688,Entire home/apt,6, bath,6.0,12235.0,4,10,89,4.66,1,1.0050000000000001,False,False,False, more than 10,False,False,9.412055975876772,1.0,False,False,False,False,True,True,False,True,True,True,False,>3000
1858,19076538,Rental unit in Prague 2 · ★4.88 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/d27b090b-0c4d-4332-9922-c72f7fe7db71.jpg,115375637,2017-02-07,92.33333333333333,100.0,Praha 2,50.07173,14.41734,Entire home/apt,3, bath,2.0,3139.0,1,365,0,4.88,1,1.59,False,False,False,5 to 10,True,False,8.051659556841953,1.0,False,False,False,False,False,False,False,True,True,True,True,>3000
1859,19088907,Rental unit in Praha 2 · ★4.70 · 2 bedrooms · 2 beds · 1 private bath,https://a0.muscache.com/pictures/a731a75c-30d3-4bdc-b53c-616255df5d9f.jpg,83708649,2016-07-14,90.0,67.0,Praha 2,50.07762,14.44191,Private room,2, private bath,2.0,1200.0,2,40,1,4.7,2,0.42,False,True,False,5 to 10,True,False,7.090076835776092,1.0,False,True,False,True,True,False,True,True,True,True,False,1000-1500
1860,19094176,Rental unit in Prague · ★4.93 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/bd13651c-a19d-4e1d-84c8-4dfd79924953.jpg,400864,2011-02-20,100.0,100.0,Praha 1,50.08871,14.40858,Entire home/apt,3, bath,2.0,4081.0,1,365,57,4.93,32,4.12,False,False,False, more than 10,False,False,8.314097335405807,1.0,False,False,True,True,True,True,True,True,True,True,True,>3000
1861,19107543,Rental unit in Praha 7 · ★4.87 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/6edf6199-5438-4c12-8973-9a79dcb1593d.jpg,133501798,2017-06-05,100.0,100.0,Praha 7,50.10018,14.43488,Entire home/apt,2, bath,1.0,2067.0,2,1125,72,4.87,1,5.19,False,False,False,5 to 10,True,False,7.633853559681768,1.0,False,False,True,False,True,False,True,True,True,True,False,2000-2500
1862,19152851,Rental unit in Praha 7 · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/ca7fffb1-a419-463e-b473-ba5d6390dc10.jpg,7822065,2013-07-30,100.0,100.0,Praha 7,50.10092,14.44678,Entire home/apt,2, baths,1.0,2600.0,2,1125,82,5.0,1,1.05,False,False,False, more than 10,False,False,7.8632667240095735,1.5,False,False,True,True,True,True,True,True,True,True,False,2500-3000
1863,19153891,Rental unit in Praha 5 · ★4.89 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/ff60982b-edad-4b5d-b015-0b78a6a6f6c8.jpg,80208200,2016-06-27,99.0,99.66666666666667,Praha 5,50.03232,14.37036,Entire home/apt,2, bath,1.0,1950.0,2,10,18,4.89,1,0.12,False,False,False,5 to 10,True,False,7.575584651557793,1.0,False,False,False,True,True,False,False,True,True,True,False,1500-2000
1865,19160507,Rental unit in Prague · ★4.45 · 1 bedroom · 2 beds · 1 private bath,https://a0.muscache.com/pictures/788b6d7d-1604-4a1e-babe-db3a9ec5616d.jpg,112449824,2017-01-20,97.0,99.0,Praha 1,50.08393,14.43082,Private room,2, private bath,2.0,1184.0,3,1125,83,4.45,10,0.9,False,True,False,5 to 10,True,False,7.076653815443951,1.0,False,False,True,False,True,True,False,True,True,True,True,1000-1500
1866,19166708,Rental unit in Praha 10 · ★4.71 · 2 bedrooms · 3 beds · 1 bath,https://a0.muscache.com/pictures/8d856231-9b9c-4f5f-8139-84c084acc45a.jpg,134041772,2017-06-08,100.0,100.0,Praha 10,50.07308,14.45487,Entire home/apt,3, bath,3.0,1474.0,2,1125,0,4.71,1,2.84,False,False,False,5 to 10,True,False,7.295735072749282,1.0,False,True,False,True,False,False,False,True,True,True,False,1000-1500
1867,19184246,Rental unit in Prague · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,https://a0.muscache.com/pictures/miso/Hosting-19184246/original/667dd4f9-5daa-4573-84b2-55963c34cb3b.jpeg,81076775,2016-07-01,100.0,99.0,Praha 1,50.08948,14.42085,Private room,2, shared bath,1.0,1591.0,1,14,68,4.73,18,4.34,False,True,False,5 to 10,True,False,7.372118028337787,1.0,False,False,True,True,True,True,True,True,True,True,True,1500-2000
1869,19201862,Rental unit in Prague · ★4.74 · 1 bedroom · 1 bed · 2.5 shared baths,https://a0.muscache.com/pictures/3419d194-92e8-41f1-a76c-2be8fa84a5e3.jpg,17169110,2014-06-23,100.0,100.0,Praha 1,50.07825,14.42883,Private room,4, shared baths,1.0,3128.0,1,30,0,4.74,6,0.67,False,True,False,5 to 10,True,False,8.048149101665201,2.5,False,False,True,True,True,True,True,True,True,True,True,>3000
1872,19263673,Rental unit in Praha 8 · ★4.81 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/69bf365e-287a-4fd9-9072-e72f9e1b65e5.jpg,41684644,2015-08-17,100.0,98.0,Praha 8,50.10804,14.47245,Entire home/apt,4, bath,2.0,2026.0,2,31,44,4.81,1,2.3,False,False,False,5 to 10,True,False,7.613818684808629,1.0,False,False,True,False,True,True,False,True,True,True,True,2000-2500
1873,19270184,Rental unit in Praha 1 · ★4.86 · Studio · 1 bed · 1 bath,https://a0.muscache.com/pictures/bf48ddc1-d00c-4396-a2cf-693c3aecc38e.jpg,134938250,2017-06-13,95.0,100.0,Praha 1,50.08651,14.42238,Entire home/apt,4, bath,1.0,3871.0,2,100,48,4.86,2,3.61,False,False,False,5 to 10,True,False,8.261268150577648,1.0,False,False,True,True,True,True,True,True,True,True,True,>3000
1874,19270229,Rental unit in Praha 1 · ★4.94 · 3 bedrooms · 5 beds · 1 bath,https://a0.muscache.com/pictures/51839248-58df-4064-a543-e0328ed451dd.jpg,134760424,2017-06-12,100.0,100.0,Praha 1,50.07993,14.41887,Entire home/apt,10, bath,5.0,6453.0,2,1125,0,4.94,3,4.66,False,False,False,5 to 10,True,False,8.77230041793584,1.0,False,False,True,True,False,False,True,True,True,True,True,>3000
1875,19270835,Rental unit in Praha 1 · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,https://a0.muscache.com/pictures/3fd26b31-65a4-4cfd-9efb-637b8ae8e53e.jpg,134938250,2017-06-13,95.0,100.0,Praha 1,50.08632,14.42215,Entire home/apt,2, baths,1.0,3023.0,2,100,44,4.75,2,4.07,False,False,False,5 to 10,True,False,8.014004994779459,1.5,False,False,True,True,True,True,True,True,True,True,True,>3000
1877,19306608,Rental unit in Praha 1 · ★4.93 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/miso/Hosting-19306608/original/39294d56-498d-429f-a361-a94fe9e90cdd.jpeg,19097899,2014-07-29,100.0,100.0,Praha 1,50.07932,14.42054,Entire home/apt,2, bath,2.0,2400.0,3,1125,87,4.93,1,0.37,False,False,False,5 to 10,True,False,7.783224016336037,1.0,False,False,True,False,True,True,False,True,True,True,False,2000-2500
1878,19310364,Rental unit in Praha 1 · ★4.78 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/f4bcef36-bcc9-4176-9d2c-9b9b6daeb444.jpg,170098273,2018-01-26,100.0,100.0,Praha 1,50.07899475097656,14.42522144317627,Entire home/apt,2, bath,1.0,3254.0,2,31,0,4.78,5,5.83,False,False,False,5 to 10,True,False,8.087640287778983,1.0,False,False,True,True,True,True,True,True,True,True,True,>3000
1879,19323498,Hostel in Praha 2 · ★4.83 · 1 bedroom · 2 beds · 1 private bath,https://a0.muscache.com/pictures/9775afc8-e5ef-438b-bff6-068a072196c5.jpg,113013819,2017-01-24,92.0,81.0,Praha 2,50.07384,14.42893,Private room,2, private bath,2.0,1250.0,2,30,80,4.83,9,0.08,False,True,False,5 to 10,True,False,7.1308988302963465,1.0,False,False,True,False,True,False,False,True,True,True,False,1000-1500
1880,19328955,Rental unit in Praha 2 · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,https://a0.muscache.com/pictures/11844758-ec27-40c4-8e86-9ab19d6391f1.jpg,23535098,2014-11-09,100.0,100.0,Praha 2,50.07592,14.43456,Private room,2, shared baths,2.0,1500.0,1,365,82,4.74,3,1.97,False,True,False,5 to 10,True,False,7.313220387090301,1.5,False,False,True,True,True,True,True,True,True,True,True,1000-1500
1881,19340793,Rental unit in Praha 1 · ★4.81 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/515c2de1-b65a-45de-b0b1-d186db65d6ad.jpg,77955509,2016-06-15,100.0,100.0,Praha 1,50.08477,14.42922,Entire home/apt,6, bath,1.0,3678.0,2,1125,65,4.81,2,0.69,False,False,False,5 to 10,True,False,8.210124405164267,1.0,False,False,True,False,False,True,False,True,True,True,True,>3000
1882,19350428,Rental unit in Praha 1 · ★4.75 · Studio · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/4b757f69-b33b-41ea-b72d-d473646c60fb.jpg,118970,2010-05-05,100.0,98.0,Praha 1,50.07894,14.42221,Entire home/apt,3, baths,2.0,2270.0,2,90,76,4.75,3,1.49,False,False,False, more than 10,False,False,7.727535110475448,1.5,False,False,True,True,True,True,True,True,True,True,False,2000-2500
1885,19387083,Rental unit in Prague · ★4.38 · 1 bedroom · 2 beds · 1 private bath,https://a0.muscache.com/pictures/ff9140e1-b11f-4c34-b333-3194f846c354.jpg,112449824,2017-01-20,97.0,99.0,Praha 1,50.08378,14.43172,Private room,2, private bath,2.0,1051.0,3,1125,86,4.38,10,0.9,False,True,False,5 to 10,True,False,6.957497370876951,1.0,False,False,True,False,True,True,False,True,True,True,True,1000-1500
1886,19387472,Rental unit in Prague · ★4.17 · 1 bedroom · 2 beds · 1 private bath,https://a0.muscache.com/pictures/56e6d65c-f048-4802-9556-cf4e307c6063.jpg,112449824,2017-01-20,97.0,99.0,Praha 1,50.08208,14.43063,Private room,2, private bath,2.0,1023.0,3,1125,85,4.17,10,0.6,False,True,False,5 to 10,True,False,6.930494765951626,1.0,False,False,True,False,True,True,False,True,True,True,True,1000-1500
1887,19387805,Rental unit in Prague · ★4.68 · 1 bedroom · 4 beds · 1 private bath,https://a0.muscache.com/pictures/9598b236-195f-4a9d-9e03-727dec7d1bf6.jpg,112449824,2017-01-20,97.0,99.0,Praha 1,50.08212,14.43056,Private room,4, private bath,4.0,1594.0,3,1125,80,4.68,10,0.79,False,True,False,5 to 10,True,False,7.374001859350161,1.0,False,False,True,False,True,True,False,True,True,True,True,1500-2000
1889,19408549,Rental unit in Praha 6 · ★4.60 · Studio · 2 beds · 1.5 baths,https://a0.muscache.com/pictures/5a168170-2ddf-4a56-8f49-dbfebfc60769.jpg,136064393,2017-06-20,100.0,93.0,Praha 6,50.1053,14.37838,Entire home/apt,2, baths,2.0,1594.0,2,1125,22,4.6,1,0.2,False,False,False,5 to 10,True,False,7.374001859350161,1.5,False,False,True,True,True,False,False,True,True,True,False,1500-2000
1890,19444213,Rental unit in Prague · ★4.78 · 1 bedroom · 1 bed · 2.5 shared baths,https://a0.muscache.com/pictures/ac300f83-37a3-4547-b94e-719a7b6442d2.jpg,17169110,2014-06-23,100.0,100.0,Praha 1,50.07876,14.42738,Private room,2, shared baths,1.0,2813.0,1,30,0,4.78,6,0.23,False,True,False,5 to 10,True,False,7.9420068084898565,2.5,False,False,True,True,True,True,True,True,True,True,True,2500-3000
1892,19452169,Rental unit in Praha 1 · ★4.86 · 3 bedrooms · 4 beds · 1.5 baths,https://a0.muscache.com/pictures/05cb4b7c-b7c6-43a9-b02a-e32e01808e65.jpg,170098273,2018-01-26,100.0,100.0,Praha 1,50.079044342041016,14.425185203552246,Entire home/apt,8, baths,4.0,5439.0,2,90,73,4.86,5,5.32,False,False,False,5 to 10,True,False,8.60135049942296,1.5,False,False,True,True,True,True,True,True,True,True,True,>3000
1893,19458840,Rental unit in Praha 2 · ★4.67 · 2 bedrooms · 2 beds · 1 bath,https://a0.muscache.com/pictures/cd6ad2b6-81f5-4b28-bf27-6b4ad0fdd203.jpg,136482953,2017-06-22,100.0,100.0,Praha 2,50.0786,14.41985,Entire home/apt,4, bath,2.0,2389.0,2,60,77,4.67,1,2.73,False,False,False,5 to 10,True,False,7.77863014732581,1.0,False,False,True,False,True,True,False,True,True,True,False,2000-2500
1895,19480089,Rental unit in Praha 1 · ★4.93 · 1 bedroom · 1 bed · 1 bath,https://a0.muscache.com/pictures/c7497c4e-218c-49d3-aa00-a329fd03a7d3.jpg,56731962,2016-01-30,100.0,100.0,Praha 1,50.07978,14.41965,Entire home/apt,3, bath,1.0,2511.0,1,1125,0,4.93,2,5.44,False,False,False,5 to 10,True,False,7.828436359157585,1.0,False,False,True,True,True,True,True,True,True,True,True,2500-3000
1896,19485244,Rental unit in Praha 1 · ★4.83 · 1 bedroom · 2 beds · 1 bath,https://a0.muscache.com/pictures/f3d2a9b0-eff3-4070-9cd9-0b18023c2f2a.jpg,400864,2011-02-20,100.0,100.0,Praha 1,50.08726,14.4081,Entire home/apt,3, bath,2.0,2844.0,1,365,0,4.83,32,3.57,False,False,False, more than 10,False,False,7.952966790923131,1.0,False,False,True,True,True,True,True,True,True,True,True,2500-3000
