,listing_id,comments_sentiment
0,23163,0.36121644180942214
1,23169,0.3611563811057971
2,26755,0.3320349903445734
3,30762,0.4185271369255744
4,42514,0.36185858933346143
5,52148,0.30277714397022804
6,55844,0.2820149697033641
7,55856,0.30929840615988785
8,70003,0.20731286785682326
9,75298,0.29762885154061625
10,76254,0.3441707039066453
11,79373,0.3314490575680306
12,79381,0.4300294117647059
13,79387,0.43607176352519317
14,79711,0.3991743214775622
15,83067,0.3811055476546058
16,83855,0.3617547482101705
17,83856,0.39119812511253027
18,85790,0.3422140091470859
19,85884,0.4252982169120817
20,106207,0.2683666075548163
21,109549,0.36125748608203967
22,111141,0.3009659864160955
23,112281,0.276468267927363
24,117451,0.34127394451287674
25,146690,0.3403990250944252
26,173114,0.3509779876721402
27,176243,0.35846605749231664
28,181641,0.27974227915908856
29,181951,0.23728669849284284
30,182072,0.2714386939540126
31,182772,0.39533156799852487
32,183338,0.2846108639445967
33,186750,0.3068649909519017
34,191254,0.3428636507004344
35,191474,0.3379728500288962
36,191547,0.30102418967972994
37,191554,0.240097721894362
38,199947,0.3761808692438778
39,201908,0.33849901782418396
40,202545,0.30441270375403373
41,207373,0.34575166080744785
42,208007,0.2912602796090154
43,209774,0.22019909061900123
44,224386,0.2865058601656009
45,224457,0.3493698461324544
46,247267,0.3256571869081463
47,254416,0.23648853934968309
48,254484,0.36073531671322434
49,278550,0.27587064609203976
50,278580,0.2633243782361429
51,279773,0.3712834303764319
52,287716,0.4203359437648032
53,287727,0.33997148459552173
54,287734,0.40970611471861473
55,300620,0.24033533480732364
56,302265,0.3450408103592314
57,304027,0.3385395616341154
58,318204,0.2761031186283298
59,320262,0.28863242870982564
60,324586,0.4182622059480148
61,342963,0.2793116094389216
62,342968,0.3608213535950225
63,346142,0.26314137496207046
64,374937,0.32359487287501454
65,408724,0.24997264635773664
66,415145,0.39143042495352925
67,448629,0.45706759969850225
68,458931,0.28459478730016186
69,465196,0.3309265602576752
70,493375,0.3685816216994525
71,498646,0.314083141344765
72,516322,0.28687648320082115
73,535968,0.26291455811506614
74,536364,0.35825257071292504
75,537019,0.34315338613406793
76,546405,0.3401086718615053
77,547555,0.39591516951412786
78,549837,0.34919838124422053
79,551794,0.408418682403517
80,551962,0.40242987272501163
81,552021,0.3246474994912495
82,561841,0.2989569688597585
83,592535,0.34213987649109434
84,595310,0.349714637269797
85,599948,0.39485231058147724
86,602115,0.32424390294944233
87,604720,0.2695267515891453
88,604777,0.33479632459044223
89,604792,0.3696487389422172
90,605655,0.34464404975023116
91,605711,0.3426018456374905
92,628063,0.32731579164683716
93,645883,0.1746187236117792
94,647564,0.27439579492927707
95,652527,0.3217823239143912
96,652633,0.36009958679817833
97,659531,0.3475932889375937
98,659540,0.319125687519217
99,660960,0.3510594635534723
100,661323,0.26038761994038917
101,662810,0.34546597524333617
102,662817,0.3310485835742307
103,667478,0.3337519314513222
104,668858,0.3514900235945842
105,668880,0.34413437086969173
106,668902,0.4019493415611472
107,668908,0.39792040407118967
108,673821,0.32576195898590854
109,679022,0.2531786044586881
110,679276,0.29185117071619565
111,681166,0.35191929631943025
112,690105,0.41803940297784686
113,691240,0.3459614471804091
114,691380,0.3321266528045191
115,692045,0.32593645904787377
116,695142,0.33831383920172053
117,696261,0.30641038445764973
118,696837,0.39567383618741675
119,699944,0.37388660828316
120,701644,0.3453035749077259
121,701691,0.30042809767301565
122,706726,0.30871259874851914
123,707963,0.3790024143904782
124,708571,0.34208352890868854
125,711288,0.30930466409167673
126,733462,0.2545588235294118
127,735375,0.2733410299443524
128,747785,0.35473124094485836
129,747830,0.2685564582225767
130,757660,0.3210091468167217
131,777881,0.3372777777777778
132,780659,0.21474158653846154
133,782440,0.32607219868133147
134,782489,0.30907897005195795
135,782770,0.3123815667578805
136,790196,0.36748797479563383
